"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"ERA11LA011","ACC","77519","2010-10-01T16:30:00Z","Edison","Georgia","United States",,"N48417","26B","false","Aviation","DirectorBrief","2011-11-29T05:00:00Z","2011-10-18T16:52:00Z","None","0","0","0","0","0","Leakage of hydraulic fluid from the internal fuselage line fitting, resulting in a subsequent loss of the right brake’s effectiveness.","Aircraft - Fluids/misc hardware - Fluids - Hydraulic fluid - Fluid level, Aircraft - Aircraft systems - Landing gear system - Brake - Failure, Aircraft - Aircraft systems - Landing gear system - Brake - Damaged/degraded",,"31.559999000000001","-84.75","GRUMMAN","G164","AIR","None","Private","false","1","TP",,"AAPL","137","Substantial","VMC","OWEN FLYING SERVICE INC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=77519","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/77519/pdf"
"WPR10LA479","ACC","77463","2010-09-30T15:55:00Z","Spokane","Washington","United States",,"N90SE","4622041","false","Aviation","DirectorBrief","2012-04-20T04:00:00Z","2012-02-24T15:47:00Z","None","0","0","0","0","0","The failure of a manufacturing splice of the right main landing gear tire’s inner tube, which resulted in a deflated tire and a consequent loss of directional control on landing.","Aircraft - Aircraft systems - Landing gear system - Tube - Failure, Environmental issues - Physical environment - Object/animal/substance - Runway/taxi/approach light - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible",,"47.682777000000002","-117.322502","PIPER","PA-46-350P","AIR","SFF","Felts Field","false","1","TP",,"BUS","091","Substantial","VMC","Garco Equipment Co","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=77463","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/77463/pdf"
"WPR10IA482","INC","77492","2010-09-28T19:40:00Z","Idaho Falls","Idaho","United States",,"N124BK","LA15","false","Aviation","DirectorBrief","2011-07-21T04:00:00Z","2011-05-27T19:05:00Z","None","0","0","0","0","0","The partial retraction/collapse of the main landing gear during the landing roll for undetermined reasons.","Aircraft - Aircraft systems - Landing gear system - Main landing gear - Not specified, Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"43.51361","-112.070831","BEECH","F90","AIR","KIDA","Idaho Falls Regional","false","2","TP",,"PERS","091","Minor","VMC","MTB INVESTMENTS LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=77492","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/77492/pdf"
"CEN10CA553","ACC","77369","2010-09-21T13:15:00Z","Blessing","Texas","United States",,"N8157K","591B","false","Aviation","DirectorBrief","2011-05-05T04:00:00Z","2010-10-25T18:31:00Z","Serious","0","1","0","1","0","The pilot's failure to maintain clearance from wires while maneuvering.","Environmental issues - Physical environment - Object/animal/substance - Wire - Awareness of condition, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot",,"28.906943999999999","-96.172499999999999","GULFSTREAM-SCHWEIZER A/C CORP","GULFSTREAM AM G-164B","AIR",,,"false","1","TP",,"AAPL","137","Substantial","VMC","FEHMEL PLANES INC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=77369","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/77369/pdf"
"OPS10IA574","INC","77318","2010-09-16T06:49:00Z","Minneapolis","Minnesota","United States",,"N122US, N7212P","1298, U-220","false","Aviation","DirectorBrief","2011-05-19T04:00:00Z","2011-03-14T17:52:00Z","None","0","0","0","0","0","The Local North Controller's issuance of a left-turn heading to the Airbus without establishing the position and heading of the Beech. Contributing to the incident was the Local South Controller's distraction with a ground movement operation and lack of awareness of the Beech's heading and the impending conflict. Also contributing to the incident was the Beech's delayed turn to the assigned departure heading.","Personnel issues - Action/decision - Info processing/decision - Identification/recognition - ATC personnel, Personnel issues - Task performance - Workload management - Task scheduling - ATC personnel, Organizational issues - Management - Policy/procedure - Adequacy of policy/proc - ATC, Personnel issues - Action/decision - Info processing/decision - Expectation/assumption - ATC personnel, Personnel issues - Action/decision - Action - Incorrect action sequence - ATC personnel, Personnel issues - Action/decision - Action - Delayed action - Pilot of other aircraft",,"44.900077000000003","-93.230345999999997","AIRBUS INDUSTRIE, BEECH","A320-214, C-99","AIR, AIR",,,"false, false","2, 2","TF, TP","SCHD, NSCH",,"121, 135","None, None","IMC","US AIRWAYS INC, BEMIDJI AVIATION SERVICES INC","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=77318","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/77318/pdf"
"ERA10LA478","ACC","77277","2010-09-12T15:30:00Z","Clearwater","Florida","United States",,"N590JL","1014","false","Aviation","DirectorBrief","2012-02-23T05:00:00Z","2011-12-21T14:28:00Z","None","0","0","0","0","0","The flight crew did not ensure that the landing gear was down and that it indicated down through the takeoff sequence.","Aircraft - Aircraft systems - Landing gear system - Landing gear selector - Incorrect use/operation, Personnel issues - Action/decision - Action - Incorrect action performance - Other",,"27.909998999999999","-82.687224999999998","PIAGGIO","P-180","AIR","PIE","St. Petersburg-Clearwater Int.","false","2","TP",,"FLTS","091","Substantial","VMC","Get Me There LLC","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=77277","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/77277/pdf"
"ERA10LA474","ACC","77256","2010-09-10T11:15:00Z","Doerun","Georgia","United States",,"N2312Y","G10-157","false","Aviation","DirectorBrief","2012-01-17T05:00:00Z","2011-12-08T17:55:00Z","None","0","0","0","0","0","A partial loss of engine power for undetermined reasons. Contributing to the accident was the pilot's failure to select an adequate forced landing site and his excess speed during the landing.","Not determined - Not determined - (general) - (general) - Unknown/Not determined, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft power plant - (general) - (general) - Not specified",,"31.316666999999999","-83.900001000000003","AYRES","S2R-G10","AIR",,,"false","1","TP","NSCH","AAPL","137","Substantial","VMC","THAGGARD AVIATION LLC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=77256","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/77256/pdf"
"CEN10CA540","ACC","77310","2010-09-04T21:00:00Z","Colorado Springs","Colorado","United States",,"N16LH","LW-217","false","Aviation","DirectorBrief","2011-05-05T04:00:00Z","2010-11-09T18:50:00Z","None","0","0","0","0","0","The pilot’s failure to ensure that the airplane’s parking brake was properly set before diverting his attention to other tasks.","Aircraft - Aircraft systems - Landing gear system - Brake - Incorrect use/operation, Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Pilot",,"38.805557","-104.700553","BEECH","E-90","AIR","COS","Colorado Springs Municipal","false","2","TP",,"PERS","091","Substantial","VMC","Sundance Farms Inc.","Post-Impact","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=77310","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/77310/pdf"
"WPR10CA444","ACC","77174","2010-09-02T09:30:00Z","Murtaugh","Idaho","United States",,"N7502Y","821B","false","Aviation","DirectorBrief","2011-03-16T04:00:00Z","2010-09-28T18:37:00Z","Minor","0","0","1","1","0","The pilot’s inadequate compensation for the wind and failure to maintain directional control during the takeoff roll.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Contributed to outcome, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Response/compensation",,"42.496943999999999","-114.233886","SCHWEIZER AIRCRAFT CORP","164B","AIR","N/A","Murtaugh Strip","false","1","TP",,"AAPL","137","Substantial","VMC","Larry Wright","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=77174","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/77174/pdf"
"WPR10CA439","ACC","77147","2010-08-31T04:30:00Z","Ligurta","Arizona","United States",,"N6125X","G10-105","false","Aviation","DirectorBrief","2010-12-20T05:00:00Z","2010-11-02T16:22:00Z","Serious","0","1","0","1","0","The pilot's failure to maintain clearance from rising terrain. Contributing to the accident was the pilot's decision to orient the application tracks so that they did not provide the maximum possible clearance from the rising terrain, and, the predawn lighting conditions.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Decision related to condition, Environmental issues - Physical environment - Terrain - Mountainous/hilly terrain - Response/compensation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained",,"32.738608999999997","-114.34889200000001","AYRES","S2R-G10","AIR",,"12E Airstrip","false","1","TP",,"AAPL","137","Substantial","VMC","Morris Equipment","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=77147","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/77147/pdf"
"ERA10LA450","ACC","77109","2010-08-28T07:55:00Z","Pompano Beach","Florida","United States",,"N4172U","402B-1228","false","Aviation","DirectorBrief","2011-10-03T04:00:00Z","2011-08-12T19:00:00Z","None","0","0","0","0","0","The pilot's delayed decision to abort the takeoff, which resulted in a runway overrun and a subsequent collision with obstacles and terrain. Contributing to the accident was the airplane's high gross weight.","Personnel issues - Action/decision - Action - Delayed action - Pilot, Personnel issues - Task performance - Planning/preparation - Weight/balance calculations - Pilot, Aircraft - Aircraft oper/perf/capability - Aircraft capability - Takeoff distance - Related operating info, Organizational issues - Development - Manufacture/production - Document/info production - Manufacturer",,"26.246943999999999","-80.111114000000001","AIR TRACTOR","AT402","AIR","PMP","Pompano Beach","false","1","TP",,"POSI","091","Substantial","VMC","Frost Flying Inc.","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=77109","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/77109/pdf"
